hgnc_id	uniprot_id
HGNC:11958	Q96L91
HGNC:3374	Q99814
HGNC:3377	P11171
HGNC:3378	Q9H4G0
HGNC:3379	O43491
HGNC:3380	Q9Y2J2
HGNC:13278	Q9HCS5
HGNC:19818	Q9H329
HGNC:19819	Q9HCM4
HGNC:3381	P16452
HGNC:19876	Q9H2F5
HGNC:24543	Q52LR7
HGNC:11529	P16422
HGNC:17572	Q9UM22
HGNC:29331	Q9HCE0
HGNC:17470	Q6UW88
HGNC:3385	P21709
HGNC:3386	P29317
HGNC:3387	P29320
HGNC:3388	P54764
HGNC:3389	P54756
HGNC:19296	Q9UF33
HGNC:3390	Q15375
HGNC:3391	P29322
HGNC:19987	Q5JZY3
HGNC:3392	P54762
HGNC:3393	P29323
HGNC:3394	P54753
HGNC:3395	P54760
HGNC:3396	O15197
HGNC:3401	P07099
HGNC:3402	P34913
HGNC:23760	Q9H6B9
HGNC:23758	Q8IUS5
HGNC:3413	B3EWF7|O95278
HGNC:19735	Q7L775
HGNC:21604	Q9Y6I3
HGNC:18639	O95208
HGNC:18235	Q9H201
HGNC:3415	P01588
HGNC:34493	A6NHQ4
HGNC:3416	P19235
HGNC:15932	O95925
HGNC:15577	P58107
HGNC:3418	P07814
HGNC:3420	Q12929
HGNC:21295	Q8TE68
HGNC:21296	Q9H6S3
HGNC:21297	Q8TE67
HGNC:3419	P42566
HGNC:24634	Q9UBC2
HGNC:16465	Q96J88
HGNC:3423	P11678
HGNC:3053	Q99645
HGNC:1359	Q9NQ60
HGNC:3424	O75616
HGNC:18173	Q9NZ08
HGNC:29499	Q6P179
HGNC:5174	Q7Z444
HGNC:3430	P04626
HGNC:3431	P21860
HGNC:3432	Q15303
HGNC:15842	Q96RT1
HGNC:17072	Q8IUD2
HGNC:31922	O15083
HGNC:3433	P07992
HGNC:3434	P18074
HGNC:3435	P19447
HGNC:3436	Q92889
HGNC:3437	P28715
HGNC:3438	P0DP91|Q03468
HGNC:20794	Q2NKX8
HGNC:26922	Q5T890
HGNC:3439	Q13216
HGNC:3443	O14944
HGNC:3444	P50548
HGNC:26727	Q4G0M1
HGNC:53894	A0A1W2PQ73
HGNC:3446	P11308
HGNC:1187	Q9UKR5
HGNC:29205	Q969X5
HGNC:30208	Q96RQ1
HGNC:15927	Q9Y282
HGNC:3447	P84090
HGNC:23994	Q8IV48
HGNC:30541	A8K979
HGNC:17276	O43414
HGNC:27234	Q86X53
HGNC:44395	A1L162
HGNC:25346	Q5RHP9
HGNC:34497	A6NGS2
HGNC:26823	Q6P6B1
HGNC:28602	Q7L0X2
HGNC:26523	Q5W0A0
HGNC:25222	Q96DZ1
HGNC:16947	O75477
HGNC:1356	O94905
HGNC:15743	Q96PL5
HGNC:21056	Q5T6L9
HGNC:29208	Q8TAM6
HGNC:23703	Q7Z2K6
HGNC:3449	O75460
HGNC:16942	Q76MJ5
HGNC:13280	Q96HE7
HGNC:14355	Q86YB8
HGNC:26495	Q96DN0
HGNC:13799	P30040
HGNC:18311	Q9BS26
HGNC:18185	Q9UJM3
HGNC:3454	Q14264
HGNC:33823	P60508
HGNC:42970	Q9H9K5
HGNC:26501	B6SEH8
HGNC:39051	B6SEH9
HGNC:13525	Q9UQF0
HGNC:17474	Q96AP7
HGNC:24645	Q5FWF5
HGNC:27230	Q56NI9
HGNC:3465	P10768
HGNC:15898	Q9H501
HGNC:3466	Q9NQ30
HGNC:16856	Q14674
HGNC:13281	B1AK53
HGNC:27937	Q6ZVH7
HGNC:3467	P03372
HGNC:3468	Q92731
HGNC:25966	Q6NXG1
HGNC:26152	Q9H6T0
HGNC:3471	P11474
HGNC:3473	O95718
HGNC:3474	P62508
HGNC:16817	Q96DF8
HGNC:14865	Q8N693
HGNC:29534	Q9BSJ8
HGNC:22211	A0FGR8
HGNC:24295	A0FGR9
HGNC:24648	Q9NY74
HGNC:53449	Q3ZM63
HGNC:44269	P0DPP9
HGNC:53450	A0A1B0GVM5
HGNC:3477	P62495
HGNC:3481	P13804
HGNC:3482	P38117
HGNC:28739	Q8IXQ9
HGNC:3483	Q16134
HGNC:27052	Q6IPR1
HGNC:23287	O95571
HGNC:24649	Q9HBU6
HGNC:25575	Q9NVF9
HGNC:14404	Q8TBG4
HGNC:3488	P14921
HGNC:3489	P15036
HGNC:3490	P50549
HGNC:3491	O00321
HGNC:3492	P41162
HGNC:33834	Q6ZN32
HGNC:3493	P43268
HGNC:3494	P41161
HGNC:3495	P41212
HGNC:18160	Q9Y603
HGNC:25816	Q9H8M9
HGNC:25558	Q9NVM1
HGNC:13239	P58658
HGNC:3497	P57679
HGNC:19747	Q86UK5
HGNC:3499	P22794
HGNC:3500	P34910
HGNC:3501	O60447
HGNC:30464	Q96CN4
HGNC:20234	Q9UI08
HGNC:3503	Q92817
HGNC:35236	A8MZ36
HGNC:3506	P49640
HGNC:3507	Q03828
HGNC:3508	Q01844
HGNC:28507	Q8NHP7
HGNC:20217	Q9NVH0
HGNC:26023	Q8N9H8
HGNC:3511	Q9UQ84
HGNC:26115	Q9H790
HGNC:30380	Q9NV70
HGNC:53433	A0A1B0GW35
HGNC:24968	Q96KP1
HGNC:30378	O60645
HGNC:27540	Q86VI1
HGNC:30162	Q2M3D2
HGNC:20120	Q17RC7
HGNC:30389	Q96A65
HGNC:10696	O00471
HGNC:23196	Q8TAG9
HGNC:17085	Q9Y2D4
HGNC:23214	Q9UPT5
HGNC:24659	Q8IYI6
HGNC:3347	Q9Y2C4
HGNC:17286	Q9Y3B2
HGNC:17097	Q13868
HGNC:17944	Q9NQT5
HGNC:18189	Q9NPD3
HGNC:24662	Q9NQT4
HGNC:19055	Q5RKV6
HGNC:28112	Q15024
HGNC:17035	Q96B26
HGNC:9137	Q06265
HGNC:9138	Q01780
HGNC:30578	Q8NEV8
HGNC:3512	Q16394
HGNC:3513	Q93063
HGNC:3515	Q92935
HGNC:3516	Q9UBQ6
HGNC:3518	O43909
HGNC:3519	Q99502
HGNC:3520	O00167
HGNC:3521	Q99504
HGNC:3522	O95677
HGNC:21555	Q5T1H1
HGNC:3526	Q92800
HGNC:3527	Q15910
HGNC:33738	Q86X51
HGNC:12691	P15311
HGNC:3535	P00734
HGNC:3537	P25116
HGNC:3538	P55085
HGNC:3539	O00254
HGNC:3540	Q96RI0
HGNC:3541	P13726
HGNC:3542	P12259
HGNC:3544	P08709
HGNC:3546	P00451
HGNC:3547	P23610
HGNC:31849	P23610
HGNC:31850	P23610
HGNC:3551	P00740
HGNC:3528	P00742
HGNC:3529	P03951
HGNC:14685	Q9Y624
HGNC:3530	P00748
HGNC:3531	P00488
HGNC:3534	P05160
HGNC:21197	Q7L5A8
HGNC:3553	O00519
HGNC:26440	Q6GMR7
HGNC:26428	Q6NZ36
HGNC:28467	Q9BTP7
HGNC:26171	Q0VG06
HGNC:3555	P07148
HGNC:3556	P12104
HGNC:3557	P05413
HGNC:3559	P15090
HGNC:3560	Q01469
HGNC:3561	P51161
HGNC:3562	O15540
HGNC:3563	Q0Z7S8
HGNC:34524	A6NFH5
HGNC:3573	Q13158
HGNC:3574	O60427
HGNC:3575	O95864
HGNC:3576	Q9Y5Q0
HGNC:30459	Q8N9I5
HGNC:3578	Q9UNN5
HGNC:24666	Q96CS3
HGNC:3579	P16930
HGNC:14169	Q6P587
HGNC:24252	Q96GK7
HGNC:25318	Q6P2I3
HGNC:18703	Q9NVQ4
HGNC:17067	Q9BWQ8
HGNC:13749	P98173
HGNC:1253	P58499
HGNC:18664	Q92520
HGNC:18665	Q96BQ1
HGNC:16372	Q9UBU6
HGNC:18403	Q8IZU1
HGNC:18404	Q8IZU0
HGNC:18405	Q8IZT9
HGNC:19367	O94988
HGNC:1335	Q9NYF5
HGNC:19371	Q8NE31
HGNC:23015	Q96MK3
HGNC:23017	O75063
HGNC:22140	Q8IXL6
HGNC:23470	A6NFZ4
HGNC:23475	Q8N5W8
HGNC:23436	B3EWG3
HGNC:23586	B3EWG5
HGNC:23590	B3EWG6
HGNC:24563	Q9Y421
HGNC:26888	Q8N2R8
HGNC:31791	Q6ZT52
HGNC:29962	Q5JRC9
HGNC:26659	Q8NA70
HGNC:25301	Q5HY64
HGNC:34343	Q6ZV65
HGNC:18786	Q14320
HGNC:18789	Q9Y247
HGNC:31860	Q6NSI3
HGNC:28968	Q14153
HGNC:1336	Q9NYF3
HGNC:24044	Q5TYM5
HGNC:24805	Q86X60
HGNC:30602	H0Y354
HGNC:33593	Q6L9T8
HGNC:28530	Q8TAV0
HGNC:28492	Q5HYJ3
HGNC:25465	Q5JUQ0
HGNC:13495	Q5VT40
HGNC:28379	Q8TBF8
HGNC:26335	Q96LP2
HGNC:28210	Q86UY5
HGNC:21357	Q5T0W9
HGNC:16121	Q9BQN1
HGNC:16122	Q9H4H8
HGNC:25972	Q2M2I3
HGNC:25148	Q8NEG4
HGNC:32554	A6ND36
HGNC:24797	Q6ZRV2
HGNC:28268	Q8N7N1
HGNC:32222	P0C5J1
HGNC:25057	Q96GI7
HGNC:16708	Q8N5H3
HGNC:25526	Q86YD7
HGNC:32255	A6NKC0
HGNC:32256	A6NJQ4
HGNC:32257	A6NNJ1
HGNC:32258	A6NDY2
HGNC:32262	P0C7W9
HGNC:32264	P0DV73
HGNC:32265	P0DV74
HGNC:32266	P0DV75
HGNC:32267	P0DV76
HGNC:32270	A8MWA6
HGNC:32271	A8MXZ1
HGNC:43746	D6RGX4
HGNC:26306	Q658Y4
HGNC:24520	Q8NCA5
HGNC:26773	Q52LJ0
HGNC:27119	Q17RN3
HGNC:25918	Q969W3
HGNC:25085	Q5XKR9
HGNC:30827	O95990
HGNC:23726	Q9H098
HGNC:16188	Q9BQ89
HGNC:28587	Q8TC76
HGNC:33340	Q1W6H9
HGNC:25860	Q8TAY7
HGNC:24725	Q96PZ2
HGNC:24200	Q6SJ93
HGNC:25087	Q8IWE2
HGNC:1333	Q9NRY5
HGNC:24179	Q9C073
HGNC:14440	Q6P1L5
HGNC:1313	Q9NWS6
HGNC:26110	Q9BPY3
HGNC:13247	Q9NZB2
HGNC:23389	Q5T036
HGNC:21109	Q96EK7
HGNC:16949	Q9NX05
HGNC:26413	Q86V42
HGNC:26224	Q9H5Z6
HGNC:28308	Q6UXB0
HGNC:22202	Q86XD5
HGNC:26717	Q96AQ9
HGNC:26748	Q8N9E0
HGNC:28629	Q5BKY9
HGNC:21084	Q9P2D6
HGNC:28029	Q49AJ0
HGNC:25911	Q96C01
HGNC:24527	A5PLN7
HGNC:29162	Q96BN6
HGNC:25032	Q8WW52
HGNC:33716	Q6UXP7
HGNC:29940	Q9UHL3
HGNC:27323	P0C7A2
HGNC:30114	Q8NDB6
HGNC:31962	Q8NDB6
HGNC:25808	Q3B820
HGNC:19854	Q96MY7
HGNC:17865	Q96A26
HGNC:21549	Q5T6X4
HGNC:28274	Q96GL9
HGNC:33277	P0C2L3
HGNC:33818	Q6J272
HGNC:34242	A8MTA8
HGNC:27938	A6NJV1
HGNC:15549	Q96KS9
HGNC:28133	Q9BTA0
HGNC:28999	Q92567
HGNC:27016	A1KXE4
HGNC:29138	Q9Y6X4
HGNC:27963	A1A519
HGNC:19736	A6NMN3
HGNC:23522	Q5VUB5
HGNC:30480	A8MVW0
HGNC:29412	Q6P995
HGNC:25365	Q8WUF8
HGNC:24943	Q8TBP5
HGNC:34339	Q3ZCQ3
HGNC:26073	Q9BVV8
HGNC:19829	Q8N128
HGNC:34395	A6PVY3
HGNC:28036	Q8IXR5
HGNC:33773	Q6UWF9
HGNC:34451	Q6P0A1
HGNC:20491	Q8N9Y4
HGNC:28512	A6NEQ2
HGNC:20991	Q8NB25
HGNC:29235	Q9ULE4
HGNC:22412	Q8N0U4
HGNC:26980	A6NE01
HGNC:25296	Q8IYM0
HGNC:35153	A6NFU0
HGNC:26366	Q17R55
HGNC:16822	P78312
HGNC:25524	Q96PV7
HGNC:25195	Q6PEV8
HGNC:25401	Q8TCP9
HGNC:27740	P0CF97
HGNC:30804	Q8IZ13
HGNC:25794	Q9H8W3
HGNC:16100	Q5JX71
HGNC:16101	Q5JX69
HGNC:28346	Q96ND0
HGNC:16102	Q96KR6
HGNC:30180	Q8WUB2
HGNC:26883	Q8N7L0
HGNC:21362	Q8IXS0
HGNC:16170	Q9NTX9
HGNC:19920	Q8IW50
HGNC:24695	Q5XKK7
HGNC:22422	Q7Z4H9
HGNC:27977	A4D161
HGNC:30762	A6H8Z2
HGNC:25915	Q5U5X8
HGNC:25563	Q8WU58
HGNC:44197	F5H4B4
HGNC:26543	Q96M60
HGNC:34418	Q86W67
HGNC:24736	P0C875
HGNC:44652	H3BQW9
HGNC:33858	Q4G0N7
HGNC:14163	Q9H0X4
HGNC:29288	A2RU67
HGNC:44268	A0A1B0GUQ0
HGNC:52640	A0A1B0GV22
HGNC:52641	P0DP71
HGNC:52642	A0A1B0GTK5
HGNC:52388	A0A1B0GTK4
HGNC:53217	A0A1B0GVD1
HGNC:52390	A0A1B0GVK7
HGNC:53430	A0A1B0GVZ2
HGNC:54200	A0A1B0GVR7
HGNC:26813	Q8N8J7
HGNC:23519	Q96D05
HGNC:54844	A0A494C0Y3
HGNC:54843	A0A494C0N9
HGNC:54842	P0DSO1
HGNC:29170	Q9Y2M0
HGNC:3582	O15360
HGNC:3583	Q8NB91
HGNC:3584	Q00597
HGNC:3585	Q9BXW9
HGNC:28623	Q96PS1
HGNC:3586	Q9HB96
HGNC:3587	Q9NPI8
HGNC:3588	O15287
HGNC:25568	Q9NVI1
HGNC:20748	Q9NW38
HGNC:23168	Q8IYD8
HGNC:23527	Q8TC84
HGNC:3590	Q12884
HGNC:26222	Q8WVX9
HGNC:25531	Q96K12
HGNC:3591	Q9Y4F1
HGNC:16460	O94887
HGNC:21062	O95363
HGNC:3592	Q9Y285
HGNC:17800	Q9NSD9
HGNC:11920	P25445
HGNC:11936	P48023
HGNC:3594	P49327
HGNC:24676	Q14296
HGNC:26150	Q53R41
HGNC:29160	Q9NYY8
HGNC:28758	Q14CZ7
HGNC:25790	Q7L8L6
HGNC:3595	Q14517
HGNC:3596	Q9NYQ8
HGNC:23112	Q8TDW7
HGNC:23109	Q6V0I7
HGNC:24683	Q969F0
HGNC:3597	P62861
HGNC:20742	Q5TGI0
HGNC:1334	Q96IV6
HGNC:24674	Q8TES7
HGNC:13620	Q8NFZ0
HGNC:3599	P22087
HGNC:24686	Q8WUP2
HGNC:35458	A6NHQ2
HGNC:3600	P23142
HGNC:3601	P98095
HGNC:3602	Q9UBX5
HGNC:26740	Q53RD9
HGNC:3603	P35555
HGNC:3604	P35556
HGNC:18794	Q75N90
HGNC:3606	P09467
HGNC:3607	O00757
HGNC:20442	Q9HAH7
HGNC:29308	Q9HCM7
HGNC:13598	Q9UKC9
HGNC:13599	Q9UKT7
HGNC:13601	Q9UKA2
HGNC:13602	Q9UKA1
HGNC:13603	Q8N531
HGNC:13604	Q9UJT9
HGNC:17875	Q96CD0
HGNC:13611	Q9NXK8
HGNC:21658	Q8NEE6
HGNC:28624	Q8N1E6
HGNC:28155	Q9H469
HGNC:14150	Q8N461
HGNC:13615	Q9UF56
HGNC:21874	Q96ME1
HGNC:25300	Q6PCT2
HGNC:24679	Q96IG2
HGNC:27537	Q6P050
HGNC:13581	Q9UK22
HGNC:13582	Q9UK99
HGNC:13583	Q9UKT5
HGNC:13584	Q9UKT4
HGNC:13585	Q9NRD1
HGNC:13586	Q9Y3I1
HGNC:13587	Q9NRD0
HGNC:13588	Q9UK97
HGNC:13589	Q9UK96
HGNC:13590	Q86XK2
HGNC:13617	Q8NCQ5
HGNC:13618	Q8IX29
HGNC:18754	Q96EF6
HGNC:13592	O94952
HGNC:13593	Q8NEZ5
HGNC:13595	O75426
HGNC:13596	Q8TCJ0
HGNC:18753	Q8NI29
HGNC:29046	Q9NVF7
HGNC:15600	Q8TB52
HGNC:16510	Q5XUX0
HGNC:16731	Q969P5
HGNC:19833	Q7Z6M2
HGNC:20201	Q9NWN3
HGNC:27020	Q8NEA4
HGNC:28844	Q6PIJ6
HGNC:28565	Q8N4B4
HGNC:29816	Q9UH90
HGNC:29409	Q8TF61
HGNC:29249	Q6P3S6
HGNC:28521	Q4G163
HGNC:24847	Q9H4M3
HGNC:29148	P0C2W1
HGNC:25069	Q6PJ61
HGNC:31969	Q5MNV8
HGNC:33857	Q5FWF7
HGNC:13608	Q9UKT8
HGNC:10847	P57775
HGNC:13613	Q969U6
HGNC:16712	Q969H0
HGNC:13597	Q8N3Y1
HGNC:28136	Q5XUX1
HGNC:1211	Q5XX13
HGNC:14379	O95170
HGNC:13607	Q9UKB1
HGNC:20729	Q6X9E4
HGNC:24692	Q8WWV6
HGNC:3608	P24071
HGNC:3609	P12319
HGNC:3611	P30273
HGNC:3612	P06734
HGNC:20220	Q9Y324
HGNC:13572	Q9Y6R7
HGNC:3613	P12314
HGNC:3616	P12318
HGNC:3618	P31994
HGNC:15626	P31995
HGNC:3619	P08637
HGNC:3620	O75015
HGNC:3621	P55899
HGNC:29002	O14526
HGNC:25180	Q0JRZ9
HGNC:25463	Q86WN1
HGNC:29114	O94868
HGNC:14315	O60667
HGNC:3623	O00602
HGNC:3624	Q15485
HGNC:3625	O75636
HGNC:18509	Q96LA6
HGNC:14875	Q96LA5
HGNC:18506	Q96P31
HGNC:18507	Q96PJ5
HGNC:18508	Q96RD9
HGNC:31910	Q6DN72
HGNC:18504	Q7L513
HGNC:26431	Q6BAA4
HGNC:29500	Q8N0W3
HGNC:19215	Q8NFU4
HGNC:3629	P37268
HGNC:3631	P14324
HGNC:3638	P10109
HGNC:30546	Q6P4F2
HGNC:25110	Q9BRP7
HGNC:3642	P22570
HGNC:3647	P22830
HGNC:16934	Q9BSK4
HGNC:3649	Q9UK73
HGNC:16933	Q96JP0
HGNC:3650	P39748
HGNC:3655	P16591
HGNC:19044	A0AVI2
HGNC:28065	Q2WGJ9
HGNC:16660	Q96RJ6
HGNC:15889	Q9BQL6
HGNC:15767	Q96AC1
HGNC:23151	Q86UX7
HGNC:3657	P07332
HGNC:3658	Q9UGM5
HGNC:18562	Q99581
HGNC:3659	Q99689
HGNC:3660	Q9UHY8
HGNC:22788	A0PJY2
HGNC:13506	Q8TBJ5
HGNC:4498	O14842
HGNC:4501	O15552
HGNC:4499	O14843
HGNC:19061	Q5NUL3
HGNC:3661	P02671
HGNC:3662	P02675
HGNC:3663	P98174
HGNC:3664	Q7Z6J4
HGNC:16027	Q5JSP0
HGNC:19125	Q96M96
HGNC:19117	Q6ZNL6
HGNC:21740	Q6ZV73
HGNC:3665	P05230
HGNC:3676	P09038
HGNC:3681	P11487
HGNC:3682	P08620
HGNC:3683	P12034
HGNC:3684	P10767
HGNC:3685	P21781
HGNC:3686	P55075
HGNC:3687	P31371
HGNC:3666	O15520
HGNC:3667	Q92914
HGNC:3668	P61328
HGNC:3670	Q92913
HGNC:3671	Q92915
HGNC:3672	O43320
HGNC:3673	O60258
HGNC:3674	O76093
HGNC:3675	O95750
HGNC:3677	Q9NP95
HGNC:3678	Q9NSA1
HGNC:3679	Q9HCT0
HGNC:3680	Q9GZV9
HGNC:19695	Q14512
HGNC:29451	Q9BYJ0
HGNC:23428	Q8TAT2
HGNC:3688	P11362
HGNC:23098	Q9NVK5
HGNC:3689	P21802
HGNC:3690	P22607
HGNC:3691	P22455
HGNC:3693	Q8N441
HGNC:3694	P02679
HGNC:25610	Q96C11
HGNC:3695	Q08830
HGNC:3696	Q14314
HGNC:3697	P09769
HGNC:3700	P07954
HGNC:29408	B1AJZ9
HGNC:29363	Q9C0D6
HGNC:34237	Q05DH4
HGNC:25378	Q8N612
HGNC:29320	Q5W0V3
HGNC:16492	Q86V87
HGNC:3701	P49789
HGNC:3702	Q13642
HGNC:3703	Q14192
HGNC:3704	Q13643
HGNC:17371	Q5TD97
HGNC:17905	Q9Y613
HGNC:26178	Q2V2M9
HGNC:25922	Q8N539
HGNC:33747	Q8TAL6
HGNC:3705	O43427
HGNC:18416	Q9BVA6
HGNC:16873	Q92562
HGNC:24669	Q6QHK4
HGNC:13285	Q5HY92
HGNC:13286	Q6PIW4
HGNC:13287	A6NMB9
HGNC:21015	Q7Z7B0
HGNC:24589	Q4L180
HGNC:19124	Q6UN15
HGNC:21689	Q9Y3D6
HGNC:33714	A5D6W6
HGNC:16135	Q8N6M3
HGNC:25917	Q96SL8
HGNC:17166	Q86VR8
HGNC:3711	P62942
HGNC:3712	P68106
HGNC:21376	NA
HGNC:3718	P26885
HGNC:3719	Q00688
HGNC:3720	Q02790
HGNC:3721	Q13451
HGNC:3722	O75344
HGNC:3723	Q9Y680
HGNC:3724	Q14318
HGNC:3725	O95302
HGNC:18169	Q96AY3
HGNC:18624	Q9NYL4
HGNC:18625	Q9NWM8
HGNC:23397	Q5T1M5
HGNC:13949	Q9UIM3
HGNC:17997	Q9H9S5
HGNC:3622	O75072
HGNC:14439	Q96Q35
HGNC:24671	Q8NFF5
HGNC:27310	Q8NFG4
HGNC:3748	P20930
HGNC:33276	Q5D862
HGNC:3749	Q01543
HGNC:3750	Q13045
HGNC:3754	P21333
HGNC:3755	O75369
HGNC:3756	Q14315
HGNC:3757	O75955
HGNC:3758	Q14254
HGNC:3760	Q9NZU1
HGNC:3761	O43155
HGNC:3762	Q9NZU0
HGNC:3763	P17948
HGNC:3765	P36888
HGNC:3766	P49771
HGNC:3767	P35916
HGNC:24682	Q9Y5Y0
HGNC:20105	Q9UPI3
HGNC:25404	Q4VC44
HGNC:25178	Q96CP2
HGNC:26946	Q96HJ9
HGNC:3768	Q68DA7
HGNC:14074	Q9NZ56
HGNC:1212	O95466
HGNC:18267	Q96PY5
HGNC:23698	Q8IVF7
HGNC:3769	Q01740
HGNC:3770	Q99518
HGNC:3771	P31513
HGNC:3772	P31512
HGNC:3773	P49326
HGNC:3774	Q06828
HGNC:3775	Q06787
HGNC:26372	Q8N0W7
HGNC:3778	P02751
HGNC:24822	Q9H479
HGNC:25700	Q9HA64
HGNC:17069	Q96RU3
HGNC:20851	Q5T0N5
HGNC:19752	Q8N3X1
HGNC:21184	Q4ZHG4
HGNC:20296	Q9Y2H6
HGNC:24670	Q53EP0
HGNC:20239	Q9H6D8
HGNC:20240	Q8NAU1
HGNC:26668	Q5VTL7
HGNC:25286	Q8TC99
HGNC:33547	Q8TBE3
HGNC:42951	F2Z333
HGNC:28764	Q9BVV2
HGNC:29418	Q8TF40
HGNC:29280	Q9P278
HGNC:3782	P49354
HGNC:3785	P49356
HGNC:23377	Q5VW36
HGNC:3788	Q04609
HGNC:3791	P15328
HGNC:3793	P14207
HGNC:3795	P41439
HGNC:3796	P01100
HGNC:3797	P53539
HGNC:13718	P15407
HGNC:3798	P15408
HGNC:5021	P55317
HGNC:5022	Q9Y261
HGNC:5023	P55318
HGNC:3799	Q99853
HGNC:23315	Q5VYV0
HGNC:3800	Q12948
HGNC:3801	Q99958
HGNC:3802	Q16676
HGNC:3803	O60548
HGNC:3804	Q9UJU5
HGNC:3805	Q12950
HGNC:18521	Q9NU39
HGNC:18523	Q6VB84
HGNC:23762	Q8WXT5
HGNC:18522	Q5VV16
HGNC:31986	Q3SYB3
HGNC:3806	O00358
HGNC:3808	Q13461
HGNC:3809	Q12946
HGNC:3810	Q12947
HGNC:3811	P55316
HGNC:3814	O75593
HGNC:3815	Q12951
HGNC:32448	Q6ZQN5
HGNC:35123	A8MTJ6
HGNC:3816	Q92949
HGNC:24818	Q9P0K8
HGNC:29178	Q9UPW0
HGNC:23480	P85037
HGNC:6036	Q01167
HGNC:3817	Q12952
HGNC:1092	P58012
HGNC:34428	Q6ZUU3
HGNC:54201	A0A1W2PRP0
HGNC:3818	Q08050
HGNC:12765	O15353
HGNC:5281	P32314
HGNC:1928	O00409
HGNC:21399	Q96NZ1
HGNC:3819	Q12778
HGNC:3821	O43524
HGNC:3822	A0A2Z4LIS9
HGNC:7139	P98177
HGNC:24814	A8MYZ6
HGNC:3823	Q9H334
HGNC:13875	O15409
HGNC:6106	Q9BZS1
HGNC:20842	Q8IVH2
HGNC:20951	Q9C009
HGNC:29980	Q6PIV2
HGNC:30469	Q6PJQ5
HGNC:26927	Q96CU9
HGNC:26264	Q8IWF2
HGNC:3735	O43638
HGNC:3824	Q05932
HGNC:3825	O14772
HGNC:3826	P21462
HGNC:3827	P25090
HGNC:3828	P25089
HGNC:1162	Q70Z53
HGNC:19185	Q86XX4
HGNC:3944	Q92837
HGNC:16048	O75474
HGNC:23399	Q5H8C1
HGNC:25396	Q5SZK8
HGNC:25172	P0C091
HGNC:37213	C9JXX5
HGNC:3954	Q14331
HGNC:19136	Q64ET8
HGNC:33518	Q96QU4
HGNC:33626	A6NGY1
HGNC:3955	P42685
HGNC:21240	Q8N878
HGNC:24125	A2A2Y4
HGNC:25491	Q9P2Q2
HGNC:24886	Q9Y2L6
HGNC:28214	Q7Z6J6
HGNC:19839	Q96NE9
HGNC:8079	Q6ZUT3
HGNC:25462	Q9BZ67
HGNC:29159	Q5SYB0
HGNC:28572	Q68DX3
HGNC:29382	Q5JV73
HGNC:29007	Q14CM0
HGNC:27622	Q6ZNA5
HGNC:1362	Q9P0K9
HGNC:16971	Q8WU20
HGNC:16970	O43559
HGNC:20367	Q5TBA9
HGNC:29127	O94915
HGNC:3959	Q92765
HGNC:43653	O95073
HGNC:20494	Q5H9T9
HGNC:11148	Q16658
HGNC:3960	O14926
HGNC:3961	Q9NQT6
HGNC:13745	Q9BTV5
HGNC:13753	Q9BXM9
HGNC:18024	A1L4K1
HGNC:3964	P01225
HGNC:3969	P23945
HGNC:21674	Q8NA03
HGNC:21675	Q5CZC0
HGNC:3971	P19883
HGNC:3972	Q12841
HGNC:3973	O95633
HGNC:21389	Q6MZW2
HGNC:21386	Q8N475
HGNC:3974	O95954
HGNC:48661	E5RQL4
HGNC:3976	P02794
HGNC:3987	Q9BXU8
HGNC:3999	P02792
HGNC:17345	Q8N4E7
HGNC:24678	Q9C0B1
HGNC:13254	Q9UET6
HGNC:17136	Q8IY81
HGNC:4004	Q96AE4
HGNC:4005	Q96I24
HGNC:4006	P04066
HGNC:4008	Q9BTY2
HGNC:28746	Q8IVP5
HGNC:24925	Q9BWH2
HGNC:24733	A2VDF0
HGNC:8568	P09958
HGNC:4010	P35637
HGNC:4012	P19526
HGNC:4013	Q10981
HGNC:4014	P21217
HGNC:4015	P22083
HGNC:4016	Q11128
HGNC:4017	P51993
HGNC:4018	Q11130
HGNC:4019	Q9BYC5
HGNC:4020	Q9Y231
HGNC:19234	Q6P4F1
HGNC:19233	Q495W5
HGNC:26219	Q9BT04
HGNC:3951	Q16595
HGNC:4023	P51114
HGNC:4024	P51116
HGNC:4025	O00168
HGNC:4026	P54710
HGNC:4027	Q14802
HGNC:4028	P59646
HGNC:4029	Q96DB9
HGNC:4030	Q9H0Q3
HGNC:4034	P58549
HGNC:4036	O15117
HGNC:27295	Q5VWT5
HGNC:14673	Q9BQS8
HGNC:4037	P06241
HGNC:25407	Q96QD9
HGNC:4038	Q9UP38
HGNC:4040	Q14332
HGNC:4041	Q9NPG1
HGNC:4042	Q9ULV1
HGNC:4043	Q13467
HGNC:4044	O60353
HGNC:4045	O75084
HGNC:4046	Q9H461
HGNC:4047	O00144
HGNC:4039	Q9ULW2
HGNC:24824	Q9UM11
HGNC:20338	Q7L622
HGNC:30292	Q13283
HGNC:30291	Q9UN86
HGNC:4056	P35575
HGNC:28906	Q9NQR9
HGNC:24861	Q9BUM1
HGNC:4057	P11413
HGNC:4065	P10253
HGNC:4066	Q13480
HGNC:14458	Q9UQC2
HGNC:17515	Q8WWW8
HGNC:18325	Q2WGN9
HGNC:4067	O95166
HGNC:4068	Q9H0R8
HGNC:13291	P60520
HGNC:4070	Q9UBS5
HGNC:4507	O75899
