hgnc_id	uniprot_id	class_id	class_term
HGNC:8583	P05121	PC00095	protein-binding activity modulator
HGNC:9402	P05129	PC00167	non-receptor serine/threonine protein kinase
HGNC:9402	P05129	PC00260	protein modifying enzyme
HGNC:10991	P05141	PC00219	transfer/carrier protein
HGNC:8723	P05154	PC00191	protease inhibitor
HGNC:8723	P05154	PC00095	protein-binding activity modulator
HGNC:1228	P05155	PC00191	protease inhibitor
HGNC:1228	P05155	PC00095	protein-binding activity modulator
HGNC:5394	P05156	PC00203	serine protease
HGNC:5394	P05156	PC00190	protease
HGNC:5394	P05156	PC00260	protein modifying enzyme
HGNC:6562	P05162	PC00102	extracellular matrix protein
HGNC:7218	P05164	PC00180	peroxidase
HGNC:7218	P05164	PC00262	metabolite interconversion enzyme
HGNC:7218	P05164	PC00176	oxidoreductase
HGNC:8653	P05165	PC00142	ligase
HGNC:8653	P05165	PC00262	metabolite interconversion enzyme
HGNC:8654	P05166	PC00142	ligase
HGNC:8654	P05166	PC00262	metabolite interconversion enzyme
HGNC:2596	P05177	PC00177	oxygenase
HGNC:2596	P05177	PC00262	metabolite interconversion enzyme
HGNC:2596	P05177	PC00176	oxidoreductase
HGNC:2631	P05181	PC00177	oxygenase
HGNC:2631	P05181	PC00262	metabolite interconversion enzyme
HGNC:2631	P05181	PC00176	oxidoreductase
HGNC:438	P05186	PC00181	phosphatase
HGNC:438	P05186	PC00262	metabolite interconversion enzyme
HGNC:438	P05186	PC00121	hydrolase
HGNC:439	P05187	PC00181	phosphatase
HGNC:439	P05187	PC00262	metabolite interconversion enzyme
HGNC:439	P05187	PC00121	hydrolase
HGNC:3265	P05198	PC00224	translation initiation factor
HGNC:3265	P05198	PC00223	translation factor
HGNC:3265	P05198	PC00263	translational protein
HGNC:4986	P05204	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:3665	P05230	PC00112	growth factor
HGNC:3665	P05230	PC00207	intercellular signal molecule
HGNC:3176	P05305	PC00179	peptide hormone
HGNC:3176	P05305	PC00207	intercellular signal molecule
HGNC:10372	P05386	PC00202	ribosomal protein
HGNC:10372	P05386	PC00263	translational protein
HGNC:10377	P05387	PC00202	ribosomal protein
HGNC:10377	P05387	PC00263	translational protein
HGNC:10371	P05388	PC00202	ribosomal protein
HGNC:10371	P05388	PC00263	translational protein
HGNC:10816	P05408	PC00072	chaperone
HGNC:6204	P05412	PC00056	basic leucine zipper transcription factor
HGNC:6204	P05412	PC00218	DNA-binding transcription factor
HGNC:6204	P05412	PC00264	gene-specific transcriptional regulator
HGNC:1080	P05423	PC00019	DNA-directed RNA polymerase
HGNC:1080	P05423	PC00171	nucleic acid metabolism protein
HGNC:1080	P05423	PC00031	RNA metabolism protein
HGNC:11891	P05452	PC00207	intercellular signal molecule
HGNC:11316	P05455	PC00031	RNA metabolism protein
HGNC:11316	P05455	PC00171	nucleic acid metabolism protein
HGNC:841	P05496	PC00002	ATP synthase
HGNC:841	P05496	PC00068	primary active transporter
HGNC:841	P05496	PC00227	transporter
HGNC:4945	P05538	PC00149	major histocompatibility complex protein
HGNC:4945	P05538	PC00090	defense/immunity protein
HGNC:11583	P05543	PC00191	protease inhibitor
HGNC:11583	P05543	PC00095	protein-binding activity modulator
HGNC:4838	P05546	PC00191	protease inhibitor
HGNC:4838	P05546	PC00095	protein-binding activity modulator
HGNC:11742	P05549	PC00259	general transcription factor
HGNC:11742	P05549	PC00171	nucleic acid metabolism protein
HGNC:11742	P05549	PC00031	RNA metabolism protein
HGNC:6153	P05556	PC00126	integrin
HGNC:6153	P05556	PC00069	cell adhesion molecule
HGNC:9395	P05771	PC00167	non-receptor serine/threonine protein kinase
HGNC:9395	P05771	PC00260	protein modifying enzyme
HGNC:2447	P05814	PC00210	storage protein
HGNC:1434	P05937	PC00061	calmodulin-related
HGNC:1434	P05937	PC00060	calcium-binding protein
HGNC:7582	P05976	PC00041	actin or actin-binding cytoskeletal protein
HGNC:7582	P05976	PC00085	cytoskeletal protein
HGNC:5155	P05981	PC00203	serine protease
HGNC:5155	P05981	PC00190	protease
HGNC:5155	P05981	PC00260	protein modifying enzyme
HGNC:2210	P05997	PC00103	extracellular matrix structural protein
HGNC:2210	P05997	PC00102	extracellular matrix protein
HGNC:1634	P06126	PC00149	major histocompatibility complex protein
HGNC:1634	P06126	PC00090	defense/immunity protein
HGNC:12591	P06132	PC00155	methyltransferase
HGNC:12591	P06132	PC00220	transferase
HGNC:12591	P06132	PC00262	metabolite interconversion enzyme
HGNC:6091	P06213	PC00197	transmembrane signal receptor
HGNC:983	P06276	PC00097	esterase
HGNC:983	P06276	PC00262	metabolite interconversion enzyme
HGNC:983	P06276	PC00121	hydrolase
HGNC:4296	P06280	PC00104	galactosidase
HGNC:4296	P06280	PC00262	metabolite interconversion enzyme
HGNC:4296	P06280	PC00121	hydrolase
HGNC:4936	P06340	PC00149	major histocompatibility complex protein
HGNC:4936	P06340	PC00090	defense/immunity protein
HGNC:4620	P06396	PC00165	non-motor actin binding protein
HGNC:4620	P06396	PC00085	cytoskeletal protein
HGNC:4620	P06396	PC00041	actin or actin-binding cytoskeletal protein
HGNC:9884	P06400	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:1722	P06493	PC00167	non-receptor serine/threonine protein kinase
HGNC:1722	P06493	PC00260	protein modifying enzyme
HGNC:830	P06576	PC00002	ATP synthase
HGNC:830	P06576	PC00068	primary active transporter
HGNC:830	P06576	PC00227	transporter
HGNC:10499	P06702	PC00061	calmodulin-related
HGNC:10499	P06702	PC00060	calcium-binding protein
HGNC:10496	P06703	PC00061	calmodulin-related
HGNC:10496	P06703	PC00060	calcium-binding protein
HGNC:602	P06727	PC00052	apolipoprotein
HGNC:602	P06727	PC00219	transfer/carrier protein
HGNC:1639	P06729	PC00124	immunoglobulin receptor superfamily
HGNC:1639	P06729	PC00090	defense/immunity protein
HGNC:3287	P06730	PC00224	translation initiation factor
HGNC:3287	P06730	PC00223	translation factor
HGNC:3287	P06730	PC00263	translational protein
HGNC:1994	P06732	PC00045	amino acid kinase
HGNC:1994	P06732	PC00220	transferase
HGNC:1994	P06732	PC00137	kinase
HGNC:1994	P06732	PC00262	metabolite interconversion enzyme
HGNC:3350	P06733	PC00144	lyase
HGNC:3350	P06733	PC00262	metabolite interconversion enzyme
HGNC:3612	P06734	PC00150	membrane traffic protein
HGNC:9725	P06737	PC00111	glycosyltransferase
HGNC:9725	P06737	PC00220	transferase
HGNC:9725	P06737	PC00262	metabolite interconversion enzyme
HGNC:4458	P06744	PC00135	isomerase
HGNC:4458	P06744	PC00262	metabolite interconversion enzyme
HGNC:9174	P06746	PC00018	DNA-directed DNA polymerase
HGNC:9174	P06746	PC00171	nucleic acid metabolism protein
HGNC:9174	P06746	PC00009	DNA metabolism protein
HGNC:7910	P06748	PC00072	chaperone
HGNC:12012	P06753	PC00040	actin binding motor protein
HGNC:12012	P06753	PC00085	cytoskeletal protein
HGNC:12012	P06753	PC00041	actin or actin-binding cytoskeletal protein
HGNC:6150	P06756	PC00126	integrin
HGNC:6150	P06756	PC00069	cell adhesion molecule
HGNC:2355	P06850	PC00179	peptide hormone
HGNC:2355	P06850	PC00207	intercellular signal molecule
HGNC:6677	P06858	PC00143	lipase
HGNC:6677	P06858	PC00262	metabolite interconversion enzyme
HGNC:6677	P06858	PC00121	hydrolase
HGNC:4878	P06865	PC00110	glycosidase
HGNC:4878	P06865	PC00262	metabolite interconversion enzyme
HGNC:4878	P06865	PC00121	hydrolase
HGNC:6357	P06870	PC00203	serine protease
HGNC:6357	P06870	PC00190	protease
HGNC:6357	P06870	PC00260	protein modifying enzyme
HGNC:4761	P06899	PC00118	histone
HGNC:4761	P06899	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:8951	P07093	PC00191	protease inhibitor
HGNC:8951	P07093	PC00095	protein-binding activity modulator
HGNC:6622	P07098	PC00143	lipase
HGNC:6622	P07098	PC00262	metabolite interconversion enzyme
HGNC:6622	P07098	PC00121	hydrolase
HGNC:3401	P07099	PC00121	hydrolase
HGNC:3401	P07099	PC00262	metabolite interconversion enzyme
HGNC:2690	P07108	PC00219	transfer/carrier protein
HGNC:6541	P07195	PC00092	dehydrogenase
HGNC:6541	P07195	PC00262	metabolite interconversion enzyme
HGNC:6541	P07195	PC00176	oxidoreductase
HGNC:1852	P07199	PC00237	viral or transposable element protein
HGNC:12015	P07202	PC00180	peroxidase
HGNC:12015	P07202	PC00262	metabolite interconversion enzyme
HGNC:12015	P07202	PC00176	oxidoreductase
HGNC:4553	P07203	PC00180	peroxidase
HGNC:4553	P07203	PC00262	metabolite interconversion enzyme
HGNC:4553	P07203	PC00176	oxidoreductase
HGNC:11784	P07204	PC00197	transmembrane signal receptor
HGNC:8898	P07205	PC00065	carbohydrate kinase
HGNC:8898	P07205	PC00220	transferase
HGNC:8898	P07205	PC00262	metabolite interconversion enzyme
HGNC:8898	P07205	PC00137	kinase
HGNC:8548	P07237	PC00072	chaperone
HGNC:6364	P07288	PC00203	serine protease
HGNC:6364	P07288	PC00190	protease
HGNC:6364	P07288	PC00260	protein modifying enzyme
HGNC:4714	P07305	PC00118	histone
HGNC:4714	P07305	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:742	P07306	PC00150	membrane traffic protein
HGNC:743	P07307	PC00150	membrane traffic protein
HGNC:179	P07311	PC00181	phosphatase
HGNC:179	P07311	PC00262	metabolite interconversion enzyme
HGNC:179	P07311	PC00121	hydrolase
HGNC:249	P07327	PC00092	dehydrogenase
HGNC:249	P07327	PC00262	metabolite interconversion enzyme
HGNC:249	P07327	PC00176	oxidoreductase
HGNC:2433	P07333	PC00197	transmembrane signal receptor
HGNC:537	P07355	PC00060	calcium-binding protein
HGNC:4439	P07359	PC00197	transmembrane signal receptor
HGNC:1476	P07384	PC00081	cysteine protease
HGNC:1476	P07384	PC00190	protease
HGNC:1476	P07384	PC00260	protein modifying enzyme
HGNC:20778	P07437	PC00228	tubulin
HGNC:20778	P07437	PC00085	cytoskeletal protein
HGNC:20778	P07437	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:9475	P07477	PC00203	serine protease
HGNC:9475	P07477	PC00190	protease
HGNC:9475	P07477	PC00260	protein modifying enzyme
HGNC:9483	P07478	PC00203	serine protease
HGNC:9483	P07478	PC00190	protease
HGNC:9483	P07478	PC00260	protein modifying enzyme
HGNC:2446	P07498	PC00210	storage protein
HGNC:1967	P07510	PC00141	ligand-gated ion channel
HGNC:1967	P07510	PC00133	ion channel
HGNC:1967	P07510	PC00227	transporter
HGNC:286	P07550	PC00021	G-protein coupled receptor
HGNC:286	P07550	PC00197	transmembrane signal receptor
HGNC:9498	P07602	PC00226	scaffold/adaptor protein
HGNC:4879	P07686	PC00110	glycosidase
HGNC:4879	P07686	PC00262	metabolite interconversion enzyme
HGNC:4879	P07686	PC00121	hydrolase
HGNC:2537	P07711	PC00081	cysteine protease
HGNC:2537	P07711	PC00190	protease
HGNC:2537	P07711	PC00260	protein modifying enzyme
HGNC:8881	P07737	PC00165	non-motor actin binding protein
HGNC:8881	P07737	PC00085	cytoskeletal protein
HGNC:8881	P07737	PC00041	actin or actin-binding cytoskeletal protein
HGNC:1093	P07738	PC00160	mutase
HGNC:1093	P07738	PC00135	isomerase
HGNC:1093	P07738	PC00262	metabolite interconversion enzyme
HGNC:626	P07741	PC00220	transferase
HGNC:626	P07741	PC00262	metabolite interconversion enzyme
HGNC:3418	P07814	PC00047	aminoacyl-tRNA synthetase
HGNC:3418	P07814	PC00263	translational protein
HGNC:2527	P07858	PC00081	cysteine protease
HGNC:2527	P07858	PC00190	protease
HGNC:2527	P07858	PC00260	protein modifying enzyme
HGNC:6544	P07864	PC00092	dehydrogenase
HGNC:6544	P07864	PC00262	metabolite interconversion enzyme
HGNC:6544	P07864	PC00176	oxidoreductase
HGNC:5253	P07900	PC00028	Hsp90 family chaperone
HGNC:5253	P07900	PC00072	chaperone
HGNC:4135	P07902	PC00174	nucleotidyltransferase
HGNC:4135	P07902	PC00220	transferase
HGNC:4135	P07902	PC00262	metabolite interconversion enzyme
HGNC:12559	P07911	PC00197	transmembrane signal receptor
HGNC:12590	P07919	PC00198	reductase
HGNC:12590	P07919	PC00262	metabolite interconversion enzyme
HGNC:12590	P07919	PC00176	oxidoreductase
HGNC:6486	P07942	PC00102	extracellular matrix protein
HGNC:9967	P07949	PC00197	transmembrane signal receptor
HGNC:12011	P07951	PC00040	actin binding motor protein
HGNC:12011	P07951	PC00085	cytoskeletal protein
HGNC:12011	P07951	PC00041	actin or actin-binding cytoskeletal protein
HGNC:3700	P07954	PC00144	lyase
HGNC:3700	P07954	PC00262	metabolite interconversion enzyme
HGNC:10801	P07988	PC00226	scaffold/adaptor protein
HGNC:3433	P07992	PC00093	endodeoxyribonuclease
HGNC:3433	P07992	PC00171	nucleic acid metabolism protein
HGNC:3433	P07992	PC00009	DNA metabolism protein
HGNC:4283	P08034	PC00105	gap junction
HGNC:4283	P08034	PC00070	cell junction protein
HGNC:11205	P08047	PC00248	C2H2 zinc finger transcription factor
HGNC:11205	P08047	PC00218	DNA-binding transcription factor
HGNC:11205	P08047	PC00264	gene-specific transcriptional regulator
HGNC:11205	P08047	PC00244	zinc finger transcription factor
HGNC:12870	P08048	PC00248	C2H2 zinc finger transcription factor
HGNC:12870	P08048	PC00218	DNA-binding transcription factor
HGNC:12870	P08048	PC00264	gene-specific transcriptional regulator
HGNC:12870	P08048	PC00244	zinc finger transcription factor
HGNC:5465	P08069	PC00197	transmembrane signal receptor
HGNC:10012	P08100	PC00021	G-protein coupled receptor
HGNC:10012	P08100	PC00197	transmembrane signal receptor
HGNC:7372	P08118	PC00207	intercellular signal molecule
HGNC:2198	P08123	PC00103	extracellular matrix structural protein
HGNC:2198	P08123	PC00102	extracellular matrix protein
HGNC:544	P08133	PC00060	calcium-binding protein
HGNC:669	P08134	PC00208	small GTPase
HGNC:669	P08134	PC00020	G-protein
HGNC:669	P08134	PC00095	protein-binding activity modulator
HGNC:7809	P08138	PC00197	transmembrane signal receptor
HGNC:4317	P08151	PC00218	DNA-binding transcription factor
HGNC:4317	P08151	PC00264	gene-specific transcriptional regulator
HGNC:1951	P08172	PC00021	G-protein coupled receptor
HGNC:1951	P08172	PC00197	transmembrane signal receptor
HGNC:1953	P08173	PC00021	G-protein coupled receptor
HGNC:1953	P08173	PC00197	transmembrane signal receptor
HGNC:40	P08183	PC00003	ATP-binding cassette (ABC) transporter
HGNC:40	P08183	PC00068	primary active transporter
HGNC:40	P08183	PC00227	transporter
HGNC:1540	P08185	PC00191	protease inhibitor
HGNC:1540	P08185	PC00095	protein-binding activity modulator
HGNC:24609	P08217	PC00203	serine protease
HGNC:24609	P08217	PC00190	protease
HGNC:24609	P08217	PC00260	protein modifying enzyme
HGNC:29995	P08218	PC00203	serine protease
HGNC:29995	P08218	PC00190	protease
HGNC:29995	P08218	PC00260	protein modifying enzyme
HGNC:8877	P08237	PC00065	carbohydrate kinase
HGNC:8877	P08237	PC00220	transferase
HGNC:8877	P08237	PC00262	metabolite interconversion enzyme
HGNC:8877	P08237	PC00137	kinase
HGNC:5258	P08238	PC00028	Hsp90 family chaperone
HGNC:5258	P08238	PC00072	chaperone
HGNC:11307	P08240	PC00020	G-protein
HGNC:11307	P08240	PC00095	protein-binding activity modulator
HGNC:753	P08243	PC00142	ligase
HGNC:753	P08243	PC00262	metabolite interconversion enzyme
HGNC:3309	P08246	PC00203	serine protease
HGNC:3309	P08246	PC00190	protease
HGNC:3309	P08246	PC00260	protein modifying enzyme
HGNC:11506	P08247	PC00151	membrane trafficking regulatory protein
HGNC:11506	P08247	PC00150	membrane traffic protein
HGNC:7166	P08253	PC00153	metalloprotease
HGNC:7166	P08253	PC00190	protease
HGNC:7166	P08253	PC00260	protein modifying enzyme
HGNC:7173	P08254	PC00153	metalloprotease
HGNC:7173	P08254	PC00190	protease
HGNC:7173	P08254	PC00260	protein modifying enzyme
HGNC:4626	P08263	PC00220	transferase
HGNC:4626	P08263	PC00262	metabolite interconversion enzyme
HGNC:11181	P08294	PC00176	oxidoreductase
HGNC:11181	P08294	PC00262	metabolite interconversion enzyme
HGNC:2532	P08311	PC00203	serine protease
HGNC:2532	P08311	PC00190	protease
HGNC:2532	P08311	PC00260	protein modifying enzyme
HGNC:252	P08319	PC00092	dehydrogenase
HGNC:252	P08319	PC00262	metabolite interconversion enzyme
HGNC:252	P08319	PC00176	oxidoreductase
HGNC:4982	P08397	PC00088	deaminase
HGNC:4982	P08397	PC00262	metabolite interconversion enzyme
HGNC:4982	P08397	PC00121	hydrolase
HGNC:7154	P08473	PC00153	metalloprotease
HGNC:7154	P08473	PC00190	protease
HGNC:7154	P08473	PC00260	protein modifying enzyme
HGNC:6066	P08476	PC00112	growth factor
HGNC:6066	P08476	PC00207	intercellular signal molecule
HGNC:6138	P08514	PC00126	integrin
HGNC:6138	P08514	PC00069	cell adhesion molecule
HGNC:6667	P08519	PC00203	serine protease
HGNC:6667	P08519	PC00190	protease
HGNC:6667	P08519	PC00260	protein modifying enzyme
HGNC:8806	P08559	PC00092	dehydrogenase
HGNC:8806	P08559	PC00262	metabolite interconversion enzyme
HGNC:8806	P08559	PC00176	oxidoreductase
HGNC:9070	P08567	PC00085	cytoskeletal protein
HGNC:1628	P08571	PC00197	transmembrane signal receptor
HGNC:2203	P08572	PC00103	extracellular matrix structural protein
HGNC:2203	P08572	PC00102	extracellular matrix protein
HGNC:9666	P08575	PC00195	protein phosphatase
HGNC:9666	P08575	PC00260	protein modifying enzyme
HGNC:11155	P08579	PC00148	RNA splicing factor
HGNC:11155	P08579	PC00171	nucleic acid metabolism protein
HGNC:11155	P08579	PC00031	RNA metabolism protein
HGNC:11155	P08579	PC00147	RNA processing factor
HGNC:7029	P08581	PC00197	transmembrane signal receptor
HGNC:7037	P08582	PC00219	transfer/carrier protein
HGNC:285	P08588	PC00021	G-protein coupled receptor
HGNC:285	P08588	PC00197	transmembrane signal receptor
HGNC:7584	P08590	PC00041	actin or actin-binding cytoskeletal protein
HGNC:7584	P08590	PC00085	cytoskeletal protein
HGNC:3682	P08620	PC00112	growth factor
HGNC:3682	P08620	PC00207	intercellular signal molecule
HGNC:11150	P08621	PC00148	RNA splicing factor
HGNC:11150	P08621	PC00171	nucleic acid metabolism protein
HGNC:11150	P08621	PC00147	RNA processing factor
HGNC:11150	P08621	PC00031	RNA metabolism protein
HGNC:3619	P08637	PC00124	immunoglobulin receptor superfamily
HGNC:3619	P08637	PC00090	defense/immunity protein
HGNC:6141	P08648	PC00126	integrin
HGNC:6141	P08648	PC00069	cell adhesion molecule
HGNC:7786	P08651	PC00218	DNA-binding transcription factor
HGNC:7786	P08651	PC00264	gene-specific transcriptional regulator
HGNC:2637	P08684	PC00177	oxygenase
HGNC:2637	P08684	PC00262	metabolite interconversion enzyme
HGNC:2637	P08684	PC00176	oxidoreductase
HGNC:2600	P08686	PC00122	hydroxylase
HGNC:2600	P08686	PC00262	metabolite interconversion enzyme
HGNC:2600	P08686	PC00176	oxidoreductase
HGNC:9075	P08697	PC00191	protease inhibitor
HGNC:9075	P08697	PC00095	protein-binding activity modulator
HGNC:10397	P08708	PC00202	ribosomal protein
HGNC:10397	P08708	PC00263	translational protein
HGNC:3544	P08709	PC00203	serine protease
HGNC:3544	P08709	PC00190	protease
HGNC:3544	P08709	PC00260	protein modifying enzyme
HGNC:4387	P08754	PC00117	heterotrimeric G-protein
HGNC:4387	P08754	PC00020	G-protein
HGNC:4387	P08754	PC00095	protein-binding activity modulator
HGNC:543	P08758	PC00060	calcium-binding protein
HGNC:5469	P08833	PC00191	protease inhibitor
HGNC:5469	P08833	PC00095	protein-binding activity modulator
HGNC:11425	P08842	PC00121	hydrolase
HGNC:11425	P08842	PC00262	metabolite interconversion enzyme
HGNC:15945	P08861	PC00203	serine protease
HGNC:15945	P08861	PC00190	protease
HGNC:15945	P08861	PC00260	protein modifying enzyme
HGNC:6502	P08865	PC00202	ribosomal protein
HGNC:6502	P08865	PC00263	translational protein
HGNC:6019	P08887	PC00197	transmembrane signal receptor
HGNC:5286	P08908	PC00021	G-protein coupled receptor
HGNC:5286	P08908	PC00197	transmembrane signal receptor
HGNC:18717	P08910	PC00203	serine protease
HGNC:18717	P08910	PC00190	protease
HGNC:18717	P08910	PC00260	protein modifying enzyme
HGNC:1954	P08912	PC00021	G-protein coupled receptor
HGNC:1954	P08912	PC00197	transmembrane signal receptor
HGNC:281	P08913	PC00021	G-protein coupled receptor
HGNC:281	P08913	PC00197	transmembrane signal receptor
HGNC:10261	P08922	PC00197	transmembrane signal receptor
HGNC:10379	P09001	PC00202	ribosomal protein
HGNC:10379	P09001	PC00263	translational protein
HGNC:11151	P09012	PC00148	RNA splicing factor
HGNC:11151	P09012	PC00171	nucleic acid metabolism protein
HGNC:11151	P09012	PC00031	RNA metabolism protein
HGNC:11151	P09012	PC00147	RNA processing factor
HGNC:3676	P09038	PC00112	growth factor
HGNC:3676	P09038	PC00207	intercellular signal molecule
HGNC:5116	P09067	PC00119	homeodomain transcription factor
HGNC:5116	P09067	PC00218	DNA-binding transcription factor
HGNC:5116	P09067	PC00264	gene-specific transcriptional regulator
HGNC:5116	P09067	PC00116	helix-turn-helix transcription factor
HGNC:15944	P09093	PC00203	serine protease
HGNC:15944	P09093	PC00190	protease
HGNC:15944	P09093	PC00260	protein modifying enzyme
HGNC:3353	P09104	PC00144	lyase
HGNC:3353	P09104	PC00262	metabolite interconversion enzyme
HGNC:82	P09110	PC00038	acetyltransferase
HGNC:82	P09110	PC00220	transferase
HGNC:82	P09110	PC00262	metabolite interconversion enzyme
HGNC:22979	P09131	PC00068	primary active transporter
HGNC:22979	P09131	PC00227	transporter
HGNC:11300	P09132	PC00068	primary active transporter
HGNC:11300	P09132	PC00227	transporter
HGNC:2689	P09172	PC00122	hydroxylase
HGNC:2689	P09172	PC00262	metabolite interconversion enzyme
HGNC:2689	P09172	PC00176	oxidoreductase
HGNC:4627	P09210	PC00220	transferase
HGNC:4627	P09210	PC00262	metabolite interconversion enzyme
HGNC:4638	P09211	PC00220	transferase
HGNC:4638	P09211	PC00262	metabolite interconversion enzyme
HGNC:7174	P09237	PC00153	metalloprotease
HGNC:7174	P09237	PC00190	protease
HGNC:7174	P09237	PC00260	protein modifying enzyme
HGNC:7156	P09238	PC00153	metalloprotease
HGNC:7156	P09238	PC00190	protease
HGNC:7156	P09238	PC00260	protein modifying enzyme
HGNC:1683	P09326	PC00124	immunoglobulin receptor superfamily
HGNC:1683	P09326	PC00090	defense/immunity protein
HGNC:12690	P09327	PC00165	non-motor actin binding protein
HGNC:12690	P09327	PC00085	cytoskeletal protein
HGNC:12690	P09327	PC00041	actin or actin-binding cytoskeletal protein
HGNC:4602	P09341	PC00074	chemokine
HGNC:4602	P09341	PC00083	cytokine
HGNC:4602	P09341	PC00207	intercellular signal molecule
HGNC:6561	P09382	PC00102	extracellular matrix protein
HGNC:9752	P09417	PC00198	reductase
HGNC:9752	P09417	PC00262	metabolite interconversion enzyme
HGNC:9752	P09417	PC00176	oxidoreductase
HGNC:8573	P09466	PC00219	transfer/carrier protein
HGNC:3606	P09467	PC00066	carbohydrate phosphatase
HGNC:3606	P09467	PC00262	metabolite interconversion enzyme
HGNC:3606	P09467	PC00181	phosphatase
HGNC:3606	P09467	PC00121	hydrolase
HGNC:4389	P09471	PC00117	heterotrimeric G-protein
HGNC:4389	P09471	PC00020	G-protein
HGNC:4389	P09471	PC00095	protein-binding activity modulator
HGNC:11219	P09486	PC00100	extracellular matrix glycoprotein
HGNC:11219	P09486	PC00102	extracellular matrix protein
HGNC:4632	P09488	PC00220	transferase
HGNC:4632	P09488	PC00262	metabolite interconversion enzyme
HGNC:12010	P09493	PC00040	actin binding motor protein
HGNC:12010	P09493	PC00085	cytoskeletal protein
HGNC:12010	P09493	PC00041	actin or actin-binding cytoskeletal protein
HGNC:2090	P09496	PC00235	vesicle coat protein
HGNC:2090	P09496	PC00150	membrane traffic protein
HGNC:2091	P09497	PC00235	vesicle coat protein
HGNC:2091	P09497	PC00150	membrane traffic protein
HGNC:542	P09525	PC00060	calcium-binding protein
HGNC:6067	P09529	PC00112	growth factor
HGNC:6067	P09529	PC00207	intercellular signal molecule
HGNC:2158	P09543	PC00185	phosphodiesterase
HGNC:2158	P09543	PC00262	metabolite interconversion enzyme
HGNC:2158	P09543	PC00121	hydrolase
HGNC:12780	P09544	PC00207	intercellular signal molecule
HGNC:5013	P09601	PC00177	oxygenase
HGNC:5013	P09601	PC00262	metabolite interconversion enzyme
HGNC:5013	P09601	PC00176	oxidoreductase
HGNC:8804	P09619	PC00197	transmembrane signal receptor
HGNC:2898	P09622	PC00176	oxidoreductase
HGNC:2898	P09622	PC00262	metabolite interconversion enzyme
HGNC:5118	P09629	PC00119	homeodomain transcription factor
HGNC:5118	P09629	PC00218	DNA-binding transcription factor
HGNC:5118	P09629	PC00264	gene-specific transcriptional regulator
HGNC:5118	P09629	PC00116	helix-turn-helix transcription factor
HGNC:5128	P09630	PC00119	homeodomain transcription factor
HGNC:5128	P09630	PC00218	DNA-binding transcription factor
HGNC:5128	P09630	PC00264	gene-specific transcriptional regulator
HGNC:5128	P09630	PC00116	helix-turn-helix transcription factor
HGNC:11152	P09661	PC00148	RNA splicing factor
HGNC:11152	P09661	PC00171	nucleic acid metabolism protein
HGNC:11152	P09661	PC00031	RNA metabolism protein
HGNC:11152	P09661	PC00147	RNA processing factor
HGNC:2535	P09668	PC00081	cysteine protease
HGNC:2535	P09668	PC00190	protease
HGNC:2535	P09668	PC00260	protein modifying enzyme
HGNC:6530	P09848	PC00110	glycosidase
HGNC:6530	P09848	PC00262	metabolite interconversion enzyme
HGNC:6530	P09848	PC00121	hydrolase
HGNC:1247	P09871	PC00203	serine protease
HGNC:1247	P09871	PC00190	protease
HGNC:1247	P09871	PC00260	protein modifying enzyme
HGNC:270	P09874	PC00009	DNA metabolism protein
HGNC:270	P09874	PC00171	nucleic acid metabolism protein
HGNC:9173	P09884	PC00009	DNA metabolism protein
HGNC:9173	P09884	PC00171	nucleic acid metabolism protein
HGNC:435	P09917	PC00177	oxygenase
HGNC:435	P09917	PC00262	metabolite interconversion enzyme
HGNC:435	P09917	PC00176	oxidoreductase
HGNC:437	P09923	PC00181	phosphatase
HGNC:437	P09923	PC00262	metabolite interconversion enzyme
HGNC:437	P09923	PC00121	hydrolase
HGNC:12513	P09936	PC00081	cysteine protease
HGNC:12513	P09936	PC00190	protease
HGNC:12513	P09936	PC00260	protein modifying enzyme
HGNC:8568	P09958	PC00203	serine protease
HGNC:8568	P09958	PC00190	protease
HGNC:8568	P09958	PC00260	protein modifying enzyme
HGNC:418	P09972	PC00044	aldolase
HGNC:418	P09972	PC00262	metabolite interconversion enzyme
HGNC:418	P09972	PC00144	lyase
HGNC:8054	P0C024	PC00181	phosphatase
HGNC:8054	P0C024	PC00262	metabolite interconversion enzyme
HGNC:8054	P0C024	PC00121	hydrolase
HGNC:26618	P0C025	PC00121	hydrolase
HGNC:26618	P0C025	PC00262	metabolite interconversion enzyme
HGNC:1323	P0C0L4	PC00191	protease inhibitor
HGNC:1323	P0C0L4	PC00095	protein-binding activity modulator
HGNC:1324	P0C0L5	PC00191	protease inhibitor
HGNC:1324	P0C0L5	PC00095	protein-binding activity modulator
HGNC:4741	P0C0S5	PC00118	histone
HGNC:4741	P0C0S5	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:4737	P0C0S8	PC00118	histone
HGNC:4725	P0C0S8	PC00118	histone
HGNC:4726	P0C0S8	PC00118	histone
HGNC:4730	P0C0S8	PC00118	histone
HGNC:4735	P0C0S8	PC00118	histone
